Name,Genre,Platform,Publisher,Global_Sales
"Warhammer 40,000: Fire Warrior",Shooter,PS2,THQ,0.15
Medal of Honor: Rising Sun,Shooter,GC,Electronic Arts,0.42
The Sims,Simulation,XB,Electronic Arts,0.42
Dog's Life,Adventure,PS2,Sony Computer Entertainment,0.42
Ford Racing 2,Racing,XB,Empire Interactive,0.15
Digimon Battle Spirit 2,Fighting,GBA,Namco Bandai Games,0.15
NFL GameDay 2004,Sports,PS2,Sony Computer Entertainment,0.41
Jampack Spring 2004 (RP-T),Misc,PS2,Sony Computer Entertainment,0.41
Zone of the Enders: The 2nd Runner,Simulation,PS2,Konami Digital Entertainment,0.41
NBA Jam,Sports,PS2,Acclaim Entertainment,0.41
All-Star Baseball 2004,Sports,PS2,Acclaim Entertainment,0.42
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,Misc,PS,Sony Computer Entertainment,0.4
Magic: The Gathering - Battlegrounds,Strategy,XB,Atari,0.16
Terminator 3: Rise of the Machines,Action,XB,Atari,0.14
Star Wars: Knights of the Old Republic,Role-Playing,PC,LucasArts,0.14
Hot Wheels World Race,Racing,GC,THQ,0.16
Whiplash,Racing,PS2,Eidos Interactive,0.13
Disney's Brother Bear,Action,GBA,THQ,0.39
Tom and Jerry: Infurnal Escape,Action,GBA,Ubisoft,0.16
Lethal Skies II,Simulation,PS2,Sammy Corporation,0.16
Kya: Dark Lineage,Adventure,PS2,Atari,0.16
Densetsu no Stafi 2,Platform,GBA,Nintendo,0.44
SSX 3,Sports,XB,Electronic Arts,0.39
Spawn: Armageddon,Action,PS2,Electronic Arts,0.44
Alter Echo,Shooter,PS2,THQ,0.13
Jampack Winter 2003 (RP-T),Misc,PS2,Sony Computer Entertainment,0.39
ESPN College Hoops,Sports,PS2,Sega,0.16
Backyard Baseball,Sports,GC,Infogrames,0.13
Apex,Racing,XB,Atari,0.14
Chessmaster,Misc,PS2,Ubisoft,0.39
All-Star Baseball 2004,Sports,XB,Acclaim Entertainment,0.13
Grabbed by the Ghoulies,Action,XB,Microsoft Game Studios,0.14
Tak and the Power of Juju,Platform,GC,THQ,0.4
Primal,Action,PS2,Sony Computer Entertainment,0.43
RollerCoaster Tycoon,Strategy,XB,Atari,0.13
Rayman 3,Platform,GBA,Ubisoft,0.14
Hitman 2: Silent Assassin,Action,GC,Eidos Interactive,0.13
Harry Potter: Quidditch World Cup,Sports,GC,Electronic Arts,0.4
"Crouching Tiger, Hidden Dragon",Action,PS2,Ubisoft,0.13
Battlebots: Design & Destroy,Action,GBA,Majesco Entertainment,0.44
Intellivision Lives!,Misc,PS2,Play It,0.16
I-Ninja,Platform,PS2,Sony Computer Entertainment,0.4
Fatal Frame II: Crimson Butterfly,Action,PS2,Ubisoft,0.16
Dynasty Warriors 4,Action,XB,Tecmo Koei,0.16
Wakeboarding Unleashed Featuring Shaun Murray,Sports,PS2,Activision,0.16
Mojo!,Puzzle,PS2,Mindscape,0.14
Wario World,Platform,GC,Nintendo,0.44
Scooby-Doo! Mystery Mayhem,Action,GBA,THQ,0.44
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,Misc,PS2,Namco Bandai Games,0.44
Iridion II,Shooter,GBA,Vivendi Games,0.13
Armed and Dangerous,Shooter,XB,LucasArts,0.13
NBA ShootOut 2004,Sports,PS2,Sony Computer Entertainment,0.26
Exhibition Volume 02,Misc,XB,Microsoft Game Studios,0.17
Growlanser Generations,Role-Playing,PS2,Atlus,0.11
ATV Quad Power Racing 2,Racing,GC,Acclaim Entertainment,0.28
BlowOut,Shooter,PS2,Zoo Digital Publishing,0.23
Road Rash: Jailbreak,Racing,GBA,Zoo Digital Publishing,0.1
NFL Blitz Pro,Sports,PS2,Midway Games,0.23
Netsu Chu! Pro Yakyuu 2003,Sports,PS2,Namco Bandai Games,0.28
Metal Arms: Glitch in the System,Shooter,GC,Vivendi Games,0.1
R: Racing Evolution,Racing,PS2,Namco Bandai Games,0.28
Syberia,Action,XB,Microids,0.1
Disney's Extreme Skate Adventure,Sports,GBA,Activision,0.28
Monster 4x4: Masters of Metal,Racing,PS2,Ubisoft,0.28
NCAA GameBreaker 2004,Sports,PS2,Sony Computer Entertainment,0.23
F1 Career Challenge,Racing,PS2,Electronic Arts,0.1
Soldier of Fortune II: Double Helix,Shooter,XB,Activision,0.23
Harry Potter and the Sorcerer's Stone,Action,PS2,Electronic Arts,0.28
Jikkyou Powerful Pro Yakyuu 10,Sports,GC,Konami Digital Entertainment,0.1
Tom Clancy's Splinter Cell,Action,GC,Ubisoft,0.23
ESPN NHL Hockey,Sports,PS2,Sega,0.23
Corvette,Racing,GBA,TDK Mediactive,0.28
Batman: Dark Tomorrow,Action,XB,Kemco,0.11
Mega Man Battle Chip Challenge,Misc,GBA,Capcom,0.11
Mission: Impossible - Operation Surma,Platform,PS2,Atari,0.28
Conflict: Desert Storm II - Back to Bagdhad,Shooter,XB,SCi,0.28
Pro Yakyuu Team o Tsukurou! 2,Sports,PS2,Sega,0.23
The Italian Job,Racing,PS2,Eidos Interactive,0.23
Freedom Fighters,Shooter,XB,Electronic Arts,0.23
Vexx,Platform,XB,Acclaim Entertainment,0.1
Kung Fu Chaos,Fighting,XB,Microsoft Game Studios,0.28
Tales of Phantasia,Role-Playing,GBA,Nintendo,0.29
Starsky & Hutch,Racing,XB,Empire Interactive,0.23
Rogue Ops,Action,PS2,Kemco,0.23
Bujingai: The Forsaken City,Fighting,PS2,505 Games,0.1
Naruto: Ninja Council,Action,GBA,Tomy Corporation,0.22
NHL 2004,Sports,GC,Electronic Arts,0.1
Samurai Jack: The Amulet of Time,Platform,GBA,Zoo Digital Publishing,0.22
Sphinx and the Cursed Mummy,Action,XB,THQ,0.12
American Idol,Misc,GBA,Codemasters,0.22
EVE Online,Role-Playing,PC,CCP,0.22
Need for Speed Underground,Racing,GBA,Electronic Arts,0.29
AMF Bowling 2004,Sports,XB,Mud Duck Productions,0.3
Teenage Mutant Ninja Turtles,Action,XB,Konami Digital Entertainment,0.3
Power Pro Kun Pocket 6,Sports,GBA,Konami Digital Entertainment,0.3
SimCity 4,Simulation,PC,Electronic Arts,0.3
MTV Celebrity Deathmatch,Fighting,XB,Gotham Games,0.21
Disney's The Haunted Mansion,Platform,GC,Take-Two Interactive,0.1
Rugby 2004,Sports,PS2,Electronic Arts,0.22
Hamster Club 4: Shigessa Daidassou,Simulation,GBA,Jorudan,0.29
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,Misc,GC,Acclaim Entertainment,0.22
Rayman 3: Hoodlum Havoc,Platform,PS2,Ubisoft,0.29
Beyond Good & Evil,Adventure,XB,Ubisoft,0.1
Pirates of the Caribbean,Role-Playing,XB,Ubisoft,0.29
Smash Cars,Racing,PS2,Metro 3D,0.11
Duel Masters: Sempai Legends,Misc,GBA,Atari,0.29
Mobile Suit Gundam Seed,Action,PS2,Namco Bandai Games,0.22
Capcom vs. SNK 2 EO,Fighting,XB,Capcom,0.1
Freaky Flyers,Racing,PS2,Midway Games,0.1
Links 2004,Sports,XB,Microsoft Game Studios,0.29
UFC: Tapout 2,Fighting,XB,Capcom,0.1
Deer Hunter,Sports,PS2,Atari,0.28
Pokemon Box: Ruby & Sapphire,Misc,GC,Nintendo,0.28
Def Jam Vendetta,Fighting,GC,Electronic Arts,0.25
World Series Baseball 2K3,Sports,PS2,Sega,0.25
XIII,Shooter,XB,Ubisoft,0.25
ESPN NBA Basketball,Sports,XB,Sega,0.27
Operation Armored Liberty,Action,GBA,Majesco Entertainment,0.27
Jurassic Park: Operation Genesis,Simulation,PS2,Konami Digital Entertainment,0.27
Initial D: Special Stage,Racing,PS2,Sega,0.27
Power Pro Kun Pocket 5,Sports,GBA,Konami Digital Entertainment,0.26
Dynasty Tactics 2,Strategy,PS2,Tecmo Koei,0.11
Secret Weapons Over Normandy,Simulation,XB,LucasArts,0.25
Dr. Seuss' The Cat in the Hat,Misc,XB,Vivendi Games,0.11
Walt Disney's The Jungle Book: Rhythm N'Groove,Misc,PS2,Disney Interactive Studios,0.25
Starsky & Hutch,Racing,GC,BAM! Entertainment,0.11
Frogger's Journey: The Forgotten Relic,Action,GBA,Konami Digital Entertainment,0.26
Crash Nitro Kart,Racing,GC,Vivendi Games,0.26
NHL Rivals 2004,Sports,XB,Microsoft Game Studios,0.11
Dungeons & Dragons Heroes,Role-Playing,XB,Atari,0.26
Outlaw Volleyball,Sports,XB,TDK Mediactive,0.26
Amped 2,Sports,XB,Microsoft Game Studios,0.25
Billy Hatcher and the Giant Egg,Platform,GC,Sega,0.25
The King of Fighters 2000/2001,Fighting,PS2,Ignition Entertainment,0.11
Naval Ops: Warship Gunner,Simulation,PS2,Tecmo Koei,0.11
NBA Live 2004,Sports,GC,Electronic Arts,0.27
Ratchet & Clank: Going Commando (JP weekly sales),Action,PS2,Sony Computer Entertainment,0.24
The Hobbit,Platform,XB,Vivendi Games,0.24
My Street,Misc,PS2,Sony Computer Entertainment,0.24
Tao Feng: Fist of the Lotus,Fighting,XB,Microsoft Game Studios,0.27
Polly Pocket: Super Splash Island,Action,GBA,Knowledge Adventure,0.24
Batman: Rise of Sin Tzu,Action,XB,Ubisoft,0.11
Wallace & Gromit in Project Zoo,Platform,PS2,BAM! Entertainment,0.23
Castlevania: Aria of Sorrow,Platform,GBA,Konami Digital Entertainment,0.28
Super Robot Taisen D,Strategy,GBA,Banpresto,0.23
NASCAR Thunder 2004,Racing,XB,Electronic Arts,0.23
Summer Heat Beach Volleyball,Sports,PS2,Acclaim Entertainment,0.28
Naruto: Clash of Ninja (JP sales),Fighting,GC,Tomy Corporation,0.21
SimCity 2000,Simulation,GBA,Zoo Digital Publishing,0.11
NCAA March Madness 2004,Sports,XB,Electronic Arts,0.24
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action,GC,THQ,0.11
Disney's Extreme Skate Adventure,Sports,XB,Activision,0.11
Mace Griffin: Bounty Hunter,Shooter,XB,Electronic Arts,0.11
ESPN NHL Hockey,Sports,XB,Sega,0.11
World Soccer Winning Eleven 7,Sports,PS2,Konami Digital Entertainment,0.24
Vexx,Platform,PS2,Acclaim Entertainment,0.24
The Fairly Odd Parents: Breakin Da Rules,Platform,XB,THQ,0.11
Corvette,Racing,XB,TDK Mediactive,0.24
Burnout 2: Point of Impact,Racing,XB,Acclaim Entertainment,0.24
Kill.Switch,Shooter,XB,Namco Bandai Games,0.24
Summon Night 3,Role-Playing,PS2,Banpresto,0.24
Sakura Wars: Atsuki Chishio Ni,Role-Playing,PS2,Sega,0.24
Baten Kaitos: Eternal Wings and the Lost Ocean,Role-Playing,GC,Nintendo,0.27
Pride FC: Fighting Championships,Fighting,PS2,THQ,0.3
Maximo vs Army of Zin,Platform,PS2,Capcom,0.21
Teenage Mutant Ninja Turtles,Action,GC,Konami Digital Entertainment,0.34
Robin Hood: Defender of the Crown,Strategy,PS2,Capcom,0.19
Red Faction II,Shooter,XB,THQ,0.12
R-Type Final,Shooter,PS2,Metro 3D,0.19
MotoGP 2,Racing,XB,THQ,0.1
Harry Potter: Quidditch World Cup,Sports,XB,Electronic Arts,0.19
EverQuest Online Adventures: Frontiers,Role-Playing,PS2,Sony Online Entertainment,0.19
MotoGP 3 - Official Game of MotoGP,Racing,PS2,Namco Bandai Games,0.12
Monster Rancher 4,Simulation,PS2,Tecmo Koei,0.34
Sports Illustrated for Kids: Football,Sports,GBA,BAM! Entertainment,0.18
.hack//Quarantine Part 4: The Final Chapter,Role-Playing,PS2,Atari,0.18
Voodoo Vince,Platform,XB,Microsoft Game Studios,0.12
Spy Kids 3-D: Game Over,Platform,GBA,Disney Interactive Studios,0.33
NHL Hitz Pro,Sports,PS2,Midway Games,0.19
Disgaea: Hour of Darkness,Role-Playing,PS2,Tecmo Koei,0.33
Way of the Samurai 2,Action,PS2,Capcom,0.33
Jampack: Summer 2003 (RP-T),Misc,PS2,Sony Computer Entertainment,0.19
SSX 3,Sports,GBA,Electronic Arts,0.12
Deus Ex: Invisible War,Shooter,XB,Eidos Interactive,0.33
Hulk,Action,GC,Universal Interactive,0.19
Hulk,Action,XB,Universal Interactive,0.33
WWE Wrestlemania XIX,Fighting,GC,THQ,0.33
Banjo-Kazooie: Grunty's Revenge,Platform,GBA,THQ,0.33
Beyond Good & Evil,Adventure,PS2,Ubisoft,0.33
Indiana Jones and the Emperor's Tomb,Action,XB,LucasArts,0.18
Buffy the Vampire Slayer: Chaos Bleeds,Action,PS2,Vivendi Games,0.18
Siren,Adventure,PS2,Sony Computer Entertainment,0.18
EyeToy: Groove,Misc,PS2,Sony Computer Entertainment,0.18
Looney Tunes: Back in Action,Platform,GBA,Electronic Arts,0.18
NHL 2004,Sports,XB,Electronic Arts,0.18
Arc the Lad: Twilight of the Spirits,Role-Playing,PS2,Sony Computer Entertainment,0.36
Disney's The Haunted Mansion,Platform,PS2,Take-Two Interactive,0.36
ESPN NFL Football,Sports,XB,Sega,0.36
Monster Truck Madness,Racing,GBA,THQ,0.12
NBA Inside Drive 2004,Sports,XB,Microsoft Game Studios,0.17
The Hobbit,Platform,GC,Vivendi Games,0.17
Metal Arms: Glitch in the System,Shooter,XB,Vivendi Games,0.17
Power Rangers: Ninja Storm,Misc,GBA,THQ,0.33
Batman: Rise of Sin Tzu,Action,PS2,Ubisoft,0.35
Amplitude,Misc,PS2,Sony Computer Entertainment,0.18
Metal Arms: Glitch in the System,Shooter,PS2,Vivendi Games,0.35
Karaoke Revolution,Misc,PS2,Konami Digital Entertainment,0.35
Xbox Music Mixer,Misc,XB,Microsoft Game Studios,0.35
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action,GBA,THQ,0.35
Resident Evil: Dead Aim,Action,PS2,Capcom,0.35
Tokyo Xtreme Racer DRIFT,Racing,PS2,Genki,0.18
Star Wars: Flight of the Falcon,Action,GBA,THQ,0.35
WWE Crush Hour,Racing,PS2,THQ,0.35
Worms 3D,Strategy,PS2,Sega,0.12
Tiger Woods PGA Tour 2004,Sports,GBA,Electronic Arts,0.18
Cabela's Dangerous Hunts,Sports,XB,Zoo Digital Publishing,0.35
Momotarou Dentetsu 12,Misc,PS2,Hudson Soft,0.35
Aliens versus Predator: Extinction,Strategy,PS2,Electronic Arts,0.19
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,Sports,PS2,Konami Digital Entertainment,0.2
From TV Animation One Piece: Grand Battle! 3,Fighting,GC,Namco Bandai Games,0.2
Rocket Power: Zero Gravity Zone,Sports,GBA,THQ,0.2
Harvest Moon: More Friends of Mineral Town,Simulation,GBA,Ubisoft,0.2
X2: Wolverine's Revenge,Platform,GBA,Activision,0.2
X2: Wolverine's Revenge,Platform,XB,Activision,0.21
MLB Inside Pitch 2003,Sports,XB,Microsoft Game Studios,0.12
Taiko no Tatsujin: Waku Waku Anime Matsuri,Misc,PS2,Namco Bandai Games,0.2
MVP Baseball 2003,Sports,XB,Electronic Arts,0.2
NCAA Final Four 2004,Sports,PS2,Sony Computer Entertainment,0.2
Armored Core: Silent Line,Simulation,PS2,Agetec,0.31
Disney's Extreme Skate Adventure,Sports,GC,Activision,0.12
Evil Dead: Fistfull of Boomstick,Action,XB,THQ,0.1
Tom Clancy's Splinter Cell,Action,GBA,Ubisoft,0.1
Nightshade,Action,PS2,Sega,0.12
Yu Yu Hakusho Ghost Files: Spirit Detective,Action,GBA,Atari,0.3
The Fairly OddParents: Breakin' Da Rules,Platform,GC,THQ,0.21
Crazy Taxi: Catch a Ride,Racing,GBA,THQ,0.3
Cabela's Deer Hunt: 2004 Season,Sports,XB,Activision Value,0.21
Bionicle,Action,GC,Electronic Arts,0.21
Chaos Legion,Action,PS2,Capcom,0.3
Shrek: Reekin' Havoc,Platform,GBA,TDK Mediactive,0.21
Spyro: Attack of the Rhynocs,Platform,GBA,Universal Interactive,0.3
Midtown Madness 3,Racing,XB,Microsoft Game Studios,0.3
Buffy the Vampire Slayer: Chaos Bleeds,Action,XB,Vivendi Games,0.12
Jampack: Summer 2003 (RP-M),Misc,PS2,Sony Computer Entertainment,0.31
Onimusha: Blade Warriors,Fighting,PS2,Capcom,0.12
Ultimate Card Games,Misc,GBA,Telegames,0.12
Disney's Extreme Skate Adventure,Sports,PS2,Activision,0.32
Frogger's Adventures: The Rescue,Platform,PS2,Konami Digital Entertainment,0.32
The Great Escape,Action,PS2,SCi,0.2
Piglet's Big Game,Platform,PS2,Gotham Games,0.1
The Hobbit,Platform,GBA,Vivendi Games,0.19
Prince of Persia: The Sands of Time,Action,GC,Ubisoft,0.32
Naruto: Ultimate Ninja (JP sales),Fighting,PS2,Atari,0.32
Super Robot Taisen: Scramble Commander,Strategy,PS2,Banpresto,0.19
X2: Wolverine's Revenge,Platform,GC,Activision,0.12
SWAT: Global Strike Team,Shooter,PS2,Vivendi Games,0.32
Mace Griffin: Bounty Hunter,Shooter,PS2,Electronic Arts,0.19
Legacy of Kain: Defiance,Action,XB,Eidos Interactive,0.19
Backyard Hockey,Sports,GBA,Atari,0.2
Exhibition Volume 03,Misc,XB,Microsoft Game Studios,0.1
From TV Animation One Piece: Grand Battle! 3,Fighting,PS2,Namco Bandai Games,0.32
Gladiator: Sword of Vengeance,Action,PS2,Acclaim Entertainment,0.12
IndyCar Series,Racing,PS2,Codemasters,0.12
Madden NFL 2004,Sports,GBA,Electronic Arts,0.31
IHRA Drag Racing 2004,Racing,XB,Bethesda Softworks,0.2
Crash Nitro Kart,Racing,XB,Vivendi Games,0.31
Gladius,Strategy,PS2,Activision,0.2
Tetris Worlds (Online Edition),Puzzle,XB,THQ,0.2
NFL Fever 2004,Sports,XB,Microsoft Game Studios,0.32
Final Fantasy X-2,Role-Playing,PS2,Electronic Arts,5.29
The Sims: Bustin' Out,Simulation,PS2,Electronic Arts,2.43
Brute Force,Shooter,XB,Microsoft Game Studios,0.83
Tales of Symphonia,Role-Playing,GC,Nintendo,1.1
Dragon Ball Z: Budokai 2,Fighting,PS2,Atari,2.41
MLB 2004,Sports,PS2,Sony Computer Entertainment,0.66
Finding Nemo,Action,XB,THQ,0.66
SpongeBob SquarePants: Battle for Bikini Bottom,Platform,PS2,THQ,1.67
Power Rangers: Dino Thunder,Action,GBA,THQ,0.49
Dead or Alive Xtreme Beach Volleyball,Sports,XB,Microsoft Game Studios,0.59
Dragon Ball Z: The Legacy of Goku II,Role-Playing,GBA,Atari,1.09
NCAA Football 2004,Sports,PS2,Electronic Arts,1.67
The Sims,Simulation,GC,Electronic Arts,0.49
PGR: Project Gotham Racing 2,Racing,XB,Microsoft Game Studios,1.67
Madden NFL 2004,Sports,XB,Electronic Arts,1.09
Dragon Quest Monsters: Caravan Heart,Role-Playing,GBA,Enix Corporation,0.66
ATV Quad Power Racing 2,Racing,PS2,Acclaim Entertainment,0.84
NASCAR Thunder 2004,Racing,PS2,Electronic Arts,1.08
Harvest Moon: Friends of Mineral Town,Simulation,GBA,Ubisoft,0.59
Backyard NBA Basketball,Sports,PS2,Atari,0.59
Mega Man X7,Action,PS2,Capcom,0.58
The Fairly Odd Parents: Breakin Da Rules,Platform,PS2,THQ,0.67
Medal of Honor: Rising Sun,Shooter,PS2,Electronic Arts,5.13
Return to Castle Wolfenstein: Tides of War,Shooter,XB,Activision,0.67
Looney Tunes: Back in Action,Platform,PS2,Warner Bros. Interactive Entertainment,0.5
Sonic Heroes,Platform,GC,Sega,1.6
Midnight Club II,Racing,XB,Take-Two Interactive,0.5
Star Wars Rogue Squadron III: Rebel Strike,Simulation,GC,LucasArts,0.8
Donkey Konga,Misc,GC,Nintendo,1.15
Tak and the Power of Juju,Platform,PS2,THQ,1.15
SSX 3,Sports,PS2,Electronic Arts,1.67
Tenchu: Wrath of Heaven,Action,PS2,Activision,1.14
Super Mario Bros. 3,Platform,GBA,Nintendo,5.2
Pokémon Colosseum,Role-Playing,GC,Nintendo,2.54
Terminator 3: Rise of the Machines,Action,PS2,Atari,0.58
Kirby Air Ride,Racing,GC,Nintendo,1.62
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,XB,Take-Two Interactive,2.49
Tiger Woods PGA Tour 2004,Sports,PS2,Electronic Arts,1.63
Counter-Strike,Shooter,XB,Microsoft Game Studios,1.11
SplashDown: Rides Gone Wild,Racing,PS2,THQ,0.5
The Lord of the Rings: The Return of the King,Action,XB,Electronic Arts,1.14
Dragon Ball Z: Taiketsu,Fighting,GBA,Atari,1.08
Mario Kart: Double Dash!!,Racing,GC,Nintendo,6.95
The Sims: Bustin' Out,Simulation,GC,Electronic Arts,0.66
Drakengard,Role-Playing,PS2,Square Enix,0.65
Crimson Skies: High Road to Revenge,Simulation,XB,Microsoft Game Studios,0.87
Prince of Persia: The Sands of Time,Action,PS2,Ubisoft,2.22
Championship Manager 3,Sports,PC,Eidos Interactive,1.01
Max Payne 2: The Fall of Max Payne,Shooter,XB,Take-Two Interactive,0.64
Star Wars: Knights of the Old Republic,Role-Playing,XB,Activision,2.19
Ford Racing 2,Racing,PS2,Empire Interactive,1.0
SoulCalibur II,Fighting,XB,Namco Bandai Games,1.0
Naruto: Ultimate Ninja,Fighting,PS2,Atari,0.61
Mario & Luigi: Superstar Saga,Role-Playing,GBA,Nintendo,2.17
The Simpsons: Hit & Run,Racing,GC,Vivendi Games,0.99
Midnight Club II,Racing,PS2,Take-Two Interactive,1.78
Final Fantasy Tactics Advance,Role-Playing,GBA,SquareSoft,2.13
Harry Potter: Quidditch World Cup,Sports,PS2,Electronic Arts,0.9
DDRMAX2: Dance Dance Revolution,Simulation,PS2,Konami Digital Entertainment,1.81
Time Crisis 3,Shooter,PS2,Namco Bandai Games,0.61
Dynasty Warriors 4,Action,PS2,Tecmo Koei,2.11
X2: Wolverine's Revenge,Platform,PS2,Activision,0.64
Finding Nemo,Action,GC,THQ,0.89
Medal of Honor: Rising Sun,Shooter,XB,Electronic Arts,1.17
Secret Weapons Over Normandy,Simulation,PS2,LucasArts,0.48
Tony Hawk's Underground,Sports,GBA,Activision,0.6
Barbie Horse Adventures: Wild Horse Rescue,Sports,PS2,Universal Interactive,0.49
Need for Speed Underground,Racing,PS2,Electronic Arts,7.2
Taiko no Tatsujin: Appare Sandaime,Misc,PS2,Namco Bandai Games,0.49
The Sims: Superstar,Simulation,PC,Electronic Arts,1.68
Dai-2-Ji Super Robot Taisen α,Strategy,PS2,Banpresto,0.6
Spy Hunter 2,Racing,PS2,Midway Games,0.49
Dynasty Warriors 4: Xtreme Legends,Action,PS2,Tecmo Koei,0.86
Hulk,Action,PS2,Universal Interactive,1.06
NCAA March Madness 2004,Sports,PS2,Electronic Arts,1.03
Need for Speed Underground,Racing,XB,Electronic Arts,1.71
Star Ocean: Till The End of Time,Role-Playing,PS2,Ubisoft,1.72
MVP Baseball 2003,Sports,PS2,Electronic Arts,1.04
Naruto: Clash of Ninja 2,Fighting,GC,Nintendo,1.04
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,PS2,Take-Two Interactive,1.72
Jeopardy!,Misc,PS2,Atari,0.48
Backyard Wrestling: Don't Try This at Home,Fighting,PS2,Eidos Interactive,0.6
Advance Wars 2: Black Hole Rising,Strategy,GBA,Nintendo,0.65
Tom Clancy's Ghost Recon: Island Thunder,Shooter,XB,Ubisoft,0.87
F-Zero GX,Racing,GC,Nintendo,0.65
Cabela's Dangerous Hunts,Sports,PS2,Zoo Digital Publishing,1.17
Harvest Moon: A Wonderful Life,Role-Playing,GC,Ubisoft,0.79
Tom Clancy's Splinter Cell,Action,PS2,Ubisoft,2.65
Silent Hill 3,Action,PS2,Konami Digital Entertainment,0.71
MLB SlugFest 20-04,Sports,PS2,Midway Games,0.53
"WarioWare, Inc.: Mega Party Game$",Puzzle,GC,Nintendo,0.71
Tony Hawk's Underground,Sports,PS2,Activision,3.9
Resident Evil: Outbreak,Action,PS2,Capcom,1.45
Sonic Heroes,Platform,PS2,Sega,2.96
Pirates of the Caribbean: The Curse of the Black Pearl,Platform,GBA,TDK Mediactive,1.29
SOCOM II: U.S. Navy SEALs,Shooter,PS2,Sony Computer Entertainment,2.94
Virtua Fighter 4: Evolution,Fighting,PS2,Sega,0.71
Midway Arcade Treasures,Misc,PS2,Midway Games,1.46
Yu-Gi-Oh! Reshef of Destruction,Strategy,GBA,Konami Digital Entertainment,0.56
Tony Hawk's Underground,Sports,GC,Activision,0.7
Dr. Seuss' The Cat in the Hat,Misc,PS2,Vivendi Games,0.56
Kill.Switch,Shooter,PS2,Sony Computer Entertainment,0.7
Manhunt,Action,PS2,Take-Two Interactive,1.28
Fullmetal Alchemist and the Broken Angel,Role-Playing,PS2,Square Enix,0.56
Disney Princess,Platform,GBA,THQ,1.47
Tony Hawk's Underground,Sports,XB,Activision,1.27
ESPN NFL Football,Sports,PS2,Sega,0.56
WWE Raw 2,Fighting,XB,THQ,0.56
Legacy of Kain: Defiance,Action,PS2,Eidos Interactive,0.53
War of the Monsters,Fighting,PS2,Sony Computer Entertainment,0.54
True Crime: Streets of LA,Action,PS2,Activision,3.27
Front Mission 4,Strategy,PS2,Square Enix,0.54
The Lord of the Rings: The Return of the King,Action,PS2,Electronic Arts,3.28
True Crime: Streets of LA,Action,XB,Activision,1.38
Dance Dance Revolution Ultramix,Simulation,XB,Konami Digital Entertainment,0.54
Beyblade VForce: Ultimate Blader Jam,Action,GBA,Atari,0.73
Crash Bandicoot 2: N-Tranced,Platform,GBA,Vivendi Games,1.36
The Simpsons: Hit & Run,Racing,XB,Vivendi Games,1.35
Mega Man Battle Network 4: Red Sun / Blue Moon,Role-Playing,GBA,Capcom,1.32
American Idol,Misc,PS2,Codemasters,0.55
Enter the Matrix,Action,PS2,Atari,3.18
Gran Turismo 4 Prologue,Racing,PS2,Sony Computer Entertainment,1.41
Tak and the Power of Juju,Platform,GBA,THQ,0.55
Mobile Suit Gundam: Encounters in Space,Simulation,PS2,Namco Bandai Games,0.72
Max Payne 2: The Fall of Max Payne,Shooter,PS2,Take-Two Interactive,1.34
ESPN NBA Basketball,Sports,PS2,Sega,0.54
The Hobbit,Platform,PS2,Vivendi Games,0.54
The Sims: Bustin' Out,Simulation,GBA,Electronic Arts,1.33
Sword of Mana,Role-Playing,GBA,Nintendo,0.74
Finding Nemo,Action,PS2,THQ,2.09
Sonic Adventure DX: Director's Cut,Platform,GC,Sega,1.27
Return to Castle Wolfenstein: Operation Resurrection,Shooter,PS2,Activision,0.53
XIII,Shooter,PS2,Ubisoft,0.57
Jak II,Platform,PS2,Sony Computer Entertainment,2.78
SpongeBob SquarePants: Battle for Bikini Bottom,Platform,XB,THQ,0.57
Madden NFL 2004,Sports,GC,Electronic Arts,0.51
NBA Street Vol. 2,Sports,XB,Electronic Arts,0.68
Jikkyou Powerful Pro Yakyuu 10,Sports,PS2,Konami Digital Entertainment,0.51
Ratchet & Clank: Going Commando,Platform,PS2,Sony Computer Entertainment,2.78
Need for Speed Underground,Racing,GC,Electronic Arts,1.21
The Lord of the Rings: The Return of the King,Action,GC,Electronic Arts,0.69
The Sims,Simulation,PS2,Electronic Arts,2.77
The Simpsons: Hit & Run,Racing,PS2,Vivendi Games,4.7
Enter the Matrix,Action,XB,Atari,1.2
NBA Live 2004,Sports,XB,Electronic Arts,0.51
Tom Clancy's Rainbow Six 3,Shooter,XB,Ubisoft,1.55
Naruto: Clash of Ninja,Fighting,GC,Tomy Corporation,0.68
FIFA Soccer 2004,Sports,XB,Electronic Arts,0.79
The Simpsons: Road Rage,Racing,GBA,THQ,1.19
Pokemon Pinball: Ruby & Sapphire,Misc,GBA,Nintendo,1.56
Warcraft III: The Frozen Throne,Strategy,PC,Activision,1.54
World Soccer Winning Eleven 7 International,Sports,PS2,Konami Digital Entertainment,2.9
